review_ref,product_ref,customer_ref,star_rating,review_headline,review_content,submitted_date,helpful_count,image_count,reviewer_name,verified_purchase,moderation_status,total_votes,seller_response,review_language,submission_device,review_date_only
16,1285,1951,3,Fair value,It works but I expected a bit more based on the description. Okay overall.,2022-12-20T18:45:45Z,2,2,Verified Customer,True,Approved,4,,fr,Desktop,2022-12-20
17,4613,7444,5,Worth every penny,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2025-10-18T00:00:00Z,0,0,User 7444,False,Approved,1,,en,iOS App,2025-10-18
18,779,413,5,Exceeded expectations,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2025-05-13T00:00:00Z,0,0,A Customer,False,Approved,1,We appreciate your honest feedback and will use it to improve our products.,de,Desktop,2025-05-13
19,4854,2182,5,Excellent product!,Fantastic product! It does exactly what it promises and more. Very happy customer here.,2025-01-25T04:47:22Z,1,1,Verified Purchaser,True,Approved,2,,en,Android App,2025-01-25
20,1964,2667,4,Nice product,Solid product that delivers on its promises. Shipping was fast and packaging was good.,2023-10-22T11:43:07Z,0,1,Verified Purchaser,True,Approved,0,,en,Android App,2023-10-22
21,507,5022,2,Below expectations,Had issues right out of the box. Quality control seems lacking.,2018-10-17T02:24:24Z,0,0,Verified Purchaser,True,Approved,1,,en,Android App,2018-10-17
22,2445,7953,5,Love it!,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2024-09-27T00:00:00Z,0,0,User 7953,False,Approved,1,,en,Desktop,2024-09-27
23,1452,2093,3,Average product,Decent product for the price point. Some features could be improved.,2025-02-21T23:47:39Z,0,2,Verified Customer,True,Approved,0,,en,Desktop,2025-02-21
24,4006,5983,4,Great product,Happy with this purchase. It works well and the quality is good for the price.,2025-08-10T06:40:25Z,0,0,Verified Purchaser,True,Approved,0,,en,Desktop,2025-08-10
25,674,3708,4,Happy with purchase,Happy with this purchase. It works well and the quality is good for the price.,2021-12-15T23:12:15Z,3,0,Verified Buyer,True,Rejected,4,,en,Tablet,2021-12-15
26,4382,3411,4,Nice product,Happy with this purchase. It works well and the quality is good for the price.,2022-09-29T03:52:31Z,0,3,Verified Purchaser,True,Approved,0,,en,Mobile Web,2022-09-29
27,4170,3267,2,Not worth it,Below my expectations. It works but feels cheaply made. Wouldn't buy again.,2020-04-24T21:36:49Z,3,0,A Verified Reviewer,True,Approved,5,We're sorry to hear about your experience. Please contact our support team.,en,Android App,2020-04-24
28,196,7937,5,Exceeded expectations,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2016-12-29T05:29:47Z,0,0,Verified Purchaser,True,Approved,1,Thank you for your feedback! We're glad you enjoyed the product.,en,Tablet,2016-12-29
29,3595,4282,4,Happy with purchase,Nice quality and works as expected. Customer service was helpful when I had questions.,2025-04-01T03:29:39Z,4,0,Verified Buyer,True,Approved,5,,es,Desktop,2025-04-01
30,337,425,5,Outstanding!,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2025-06-27T00:00:00Z,4,2,Registered User,False,Approved,5,,en,iOS App,2025-06-27
31,2501,5106,5,Highly recommend!,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2024-05-29T00:00:00Z,1,1,A Customer,False,Pending,2,,en,Tablet,2024-05-29
32,2221,9496,4,Happy with purchase,Good value for money. Does what I needed it to do. Would consider buying again.,2020-10-31T10:56:50Z,0,0,Verified Purchaser,True,Approved,0,,en,iOS App,2020-10-31
33,4919,4902,4,Solid choice,Good value for money. Does what I needed it to do. Would consider buying again.,2024-05-20T00:00:00Z,0,0,User 4902,False,Approved,1,We appreciate your review and are happy you had a positive experience.,en,iOS App,2024-05-20
34,1402,3405,3,It's okay,It's an average product. Nothing special but it gets the job done adequately.,2024-11-16T15:06:40Z,10,0,Verified Purchaser,True,Pending,20,,en,Mobile Web,2024-11-16
35,3658,2224,3,It's okay,Middle of the road product. Not bad but not great either. Fair value.,2025-07-07T14:46:10Z,18,1,A Verified Reviewer,True,Approved,20,,en,Android App,2025-07-07
36,3943,3255,4,Recommended,Solid product that delivers on its promises. Shipping was fast and packaging was good.,2024-05-19T00:00:00Z,3,0,Registered User,False,Approved,4,,en,Android App,2024-05-19
37,135,3902,3,Does the job,Middle of the road product. Not bad but not great either. Fair value.,2025-12-10T00:00:00Z,0,0,Shopper,False,Approved,1,,en,iOS App,2025-12-10
38,1265,9089,4,Good quality,Good value for money. Does what I needed it to do. Would consider buying again.,2025-12-21T03:20:52Z,1,0,Customer 9089,True,Approved,2,,en,Mobile Web,2025-12-21
39,2172,8681,4,Happy with purchase,Happy with this purchase. It works well and the quality is good for the price.,2024-07-17T06:05:18Z,3,1,Verified Buyer,True,Approved,4,,en,Tablet,2024-07-17
40,3156,3110,4,Solid choice,Really good product overall. A few minor issues but nothing major. Would recommend.,2025-11-22T23:07:06Z,1,0,Verified Customer,True,Approved,3,Thank you for your feedback! We're glad you enjoyed the product.,en,Desktop,2025-11-22
41,287,1550,5,Five stars deserved,Fantastic product! It does exactly what it promises and more. Very happy customer here.,2024-08-09T14:21:48Z,1,0,Verified Purchaser,True,Approved,3,We appreciate your honest feedback and will use it to improve our products.,en,iOS App,2024-08-09
42,3055,2481,4,Solid choice,Solid product that delivers on its promises. Shipping was fast and packaging was good.,2025-07-26T15:36:38Z,89,0,Verified Customer,True,Approved,100,,en,iOS App,2025-07-26
43,217,1128,3,Nothing special,It's an average product. Nothing special but it gets the job done adequately.,2025-09-26T12:01:39Z,1,0,Customer 1128,True,Approved,2,,en,iOS App,2025-09-26
44,2188,3057,4,Very satisfied,Good value for money. Does what I needed it to do. Would consider buying again.,2025-08-11T00:00:00Z,0,0,Shopper,False,Approved,1,We appreciate your honest feedback and will use it to improve our products.,en,Tablet,2025-08-11
45,4488,2554,5,Perfect!,Fantastic product! It does exactly what it promises and more. Very happy customer here.,2024-07-08T00:00:00Z,7,0,Shopper,False,Approved,10,,en,Desktop,2024-07-08
46,1603,3062,5,Highly recommend!,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2024-04-18T00:00:00Z,2,0,Member 3062,False,Rejected,3,,en,Tablet,2024-04-18
47,3063,6431,5,Best purchase ever,Top-notch quality and great value for money. Would definitely purchase from this brand again.,2024-12-04T08:36:04Z,4,0,Verified Purchaser,True,Approved,5,,en,Tablet,2024-12-04
48,3505,6496,4,Happy with purchase,Happy with this purchase. It works well and the quality is good for the price.,2021-10-23T10:46:06Z,0,4,A Verified Reviewer,True,Approved,0,,en,Desktop,2021-10-23
49,1111,1710,5,Worth every penny,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2023-11-05T11:32:02Z,9,0,Verified Customer,True,Approved,15,,fr,iOS App,2023-11-05
50,1915,6035,5,Exceeded expectations,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2024-06-06T00:00:00Z,2,2,Shopper,False,Approved,3,,en,Tablet,2024-06-06
51,4375,9166,5,Excellent product!,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2025-10-14T04:42:07Z,0,4,A Verified Reviewer,True,Rejected,1,,en,Tablet,2025-10-14
52,4280,1146,5,Exceeded expectations,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2025-11-07T09:43:36Z,0,0,A Verified Reviewer,True,Approved,0,,de,Tablet,2025-11-07
53,4044,1406,5,Love it!,Fantastic product! It does exactly what it promises and more. Very happy customer here.,2024-02-15T00:00:00Z,3,1,A Customer,False,Approved,4,,en,Desktop,2024-02-15
54,4396,7185,3,Fair value,Meets basic expectations but doesn't stand out. You get what you pay for.,2020-01-21T20:28:58Z,0,0,Verified Buyer,True,Approved,1,,en,Desktop,2020-01-21
55,2466,8219,4,Solid choice,Nice quality and works as expected. Customer service was helpful when I had questions.,2023-11-25T06:43:34Z,1,0,Verified Buyer,True,Approved,3,,de,Desktop,2023-11-25
56,3271,1151,5,Best purchase ever,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2025-06-22T22:44:36Z,18,1,Verified Buyer,True,Approved,20,We appreciate your review and are happy you had a positive experience.,en,Mobile Web,2025-06-22
57,2242,9676,4,Would buy again,Good value for money. Does what I needed it to do. Would consider buying again.,2024-07-07T00:00:00Z,3,2,A Customer,False,Approved,4,,en,Mobile Web,2024-07-07
58,2833,6730,5,Excellent product!,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2025-12-05T22:31:52Z,0,0,A Verified Reviewer,True,Approved,0,,en,iOS App,2025-12-05
59,3618,4036,5,Five stars deserved,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2023-01-29T19:16:06Z,0,0,Customer 4036,True,Pending,1,,en,Mobile Web,2023-01-29
60,4302,3536,4,Solid choice,Nice quality and works as expected. Customer service was helpful when I had questions.,2024-01-16T18:43:37Z,0,0,Verified Customer,True,Approved,1,Thank you for taking the time to share your thoughts with us.,en,Tablet,2024-01-16
61,2429,1618,5,Highly recommend!,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2024-11-24T01:39:30Z,14,0,A Verified Reviewer,True,Approved,15,,en,Desktop,2024-11-24
62,1462,5612,4,Solid choice,Good value for money. Does what I needed it to do. Would consider buying again.,2025-01-27T18:21:43Z,32,0,A Verified Reviewer,True,Approved,50,,fr,iOS App,2025-01-27
63,4132,4193,5,Exceeded expectations,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2024-06-30T21:49:41Z,3,1,Verified Buyer,True,Rejected,4,,en,Android App,2024-06-30
64,2154,900,5,Amazing quality,Top-notch quality and great value for money. Would definitely purchase from this brand again.,2019-09-04T00:11:45Z,0,0,A Verified Reviewer,True,Approved,1,We appreciate your honest feedback and will use it to improve our products.,en,Desktop,2019-09-04
65,2919,4371,1,Very disappointed,Avoid this product at all costs. It's nothing like the description or photos.,2025-12-15T01:45:45Z,0,3,Verified Purchaser,True,Approved,1,,en,Desktop,2025-12-15
66,1069,2300,4,Would buy again,Solid product that delivers on its promises. Shipping was fast and packaging was good.,2025-11-25T00:00:00Z,2,0,Registered User,False,Approved,5,Thank you for your feedback! We're glad you enjoyed the product.,en,Mobile Web,2025-11-25
67,2049,796,5,Amazing quality,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2025-04-26T00:00:00Z,0,0,Shopper,False,Approved,0,,en,Desktop,2025-04-26
68,695,1463,4,Happy with purchase,Happy with this purchase. It works well and the quality is good for the price.,2025-07-28T00:00:00Z,0,0,User 1463,False,Approved,0,Thank you for taking the time to share your thoughts with us.,en,iOS App,2025-07-28
69,971,8505,2,Underwhelming,Had issues right out of the box. Quality control seems lacking.,2023-12-29T00:00:00Z,0,0,Member 8505,False,Approved,0,We appreciate your honest feedback and will use it to improve our products.,es,Desktop,2023-12-29
70,389,3304,3,Acceptable,It's an average product. Nothing special but it gets the job done adequately.,2025-12-24T00:00:00Z,11,0,Customer 3304,True,Approved,20,,en,Desktop,2025-12-24
71,3135,9156,5,Worth every penny,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2023-07-16T21:54:09Z,1,1,Verified Buyer,True,Approved,2,Thank you for taking the time to share your thoughts with us.,en,iOS App,2023-07-16
72,1745,5479,3,Decent quality,Meets basic expectations but doesn't stand out. You get what you pay for.,2024-02-18T00:00:00Z,0,0,User 5479,False,Rejected,1,,en,Desktop,2024-02-18
73,590,3936,5,Love it!,Top-notch quality and great value for money. Would definitely purchase from this brand again.,2025-01-02T00:00:00Z,2,0,Shopper,False,Approved,3,We appreciate your honest feedback and will use it to improve our products.,en,iOS App,2025-01-02
74,964,4852,5,Love it!,Fantastic product! It does exactly what it promises and more. Very happy customer here.,2022-12-07T22:44:36Z,0,0,Customer 4852,True,Approved,0,,en,iOS App,2022-12-07
75,3734,2522,2,Poor quality,Had issues right out of the box. Quality control seems lacking.,2025-12-13T00:00:00Z,0,3,User 2522,False,Pending,0,,en,iOS App,2025-12-13
76,3563,3449,2,Below expectations,Below my expectations. It works but feels cheaply made. Wouldn't buy again.,2023-09-20T15:46:24Z,32,0,A Verified Reviewer,True,Approved,50,We appreciate your review and are happy you had a positive experience.,en,iOS App,2023-09-20
77,496,7665,5,Worth every penny,Fantastic product! It does exactly what it promises and more. Very happy customer here.,2020-12-13T16:12:52Z,0,0,Verified Customer,True,Approved,0,,en,Android App,2020-12-13
78,3723,2425,3,It's okay,Middle of the road product. Not bad but not great either. Fair value.,2025-09-17T00:00:00Z,0,2,Shopper,False,Approved,1,,en,iOS App,2025-09-17
79,125,2336,5,Exceeded expectations,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2024-04-07T13:14:48Z,3,0,Verified Buyer,True,Approved,4,,en,iOS App,2024-04-07
80,199,4727,3,Average product,It works but I expected a bit more based on the description. Okay overall.,2025-12-08T00:00:00Z,0,0,Shopper,False,Approved,0,,it,Mobile Web,2025-12-08
81,4174,7200,5,Best purchase ever,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2021-01-11T09:23:51Z,0,1,Verified Purchaser,True,Pending,1,,en,iOS App,2021-01-11
82,1174,9682,5,Excellent product!,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2025-12-24T00:00:00Z,3,1,A Verified Reviewer,True,Approved,4,,en,Desktop,2025-12-24
83,2090,4250,5,Exceeded expectations,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2024-05-03T00:00:00Z,9,0,Shopper,False,Approved,15,,en,iOS App,2024-05-03
84,4866,7027,3,Meets expectations,Decent product for the price point. Some features could be improved.,2025-11-24T10:01:56Z,14,0,Customer 7027,True,Approved,20,,en,Desktop,2025-11-24
85,4946,4964,4,Very satisfied,Good value for money. Does what I needed it to do. Would consider buying again.,2025-01-10T00:00:00Z,11,0,A Customer,False,Approved,15,,en,Android App,2025-01-10
86,4519,6542,5,Perfect!,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2025-11-13T13:05:10Z,1,3,Verified Buyer,True,Approved,2,We appreciate your review and are happy you had a positive experience.,fr,Mobile Web,2025-11-13
87,3573,4853,1,Do not buy,Complete waste of money. This product stopped working after just two days.,2024-10-04T00:00:00Z,3,0,Shopper,False,Approved,5,We're sorry to hear about your experience. Please contact our support team.,en,Desktop,2024-10-04
88,1555,5127,5,Five stars deserved,Top-notch quality and great value for money. Would definitely purchase from this brand again.,2025-05-24T00:00:00Z,0,0,Shopper,False,Approved,0,,en,Desktop,2025-05-24
89,3394,2124,5,Five stars deserved,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2025-11-20T00:00:00Z,0,0,User 2124,False,Approved,0,,en,iOS App,2025-11-20
90,4678,3621,5,Excellent product!,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2023-06-08T00:25:56Z,2,0,Verified Purchaser,True,Approved,3,,en,Desktop,2023-06-08
91,3280,2532,5,Exceeded expectations,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2025-06-05T08:43:29Z,0,1,A Verified Reviewer,True,Approved,0,,en,iOS App,2025-06-05
92,3988,1467,5,Exceeded expectations,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2024-05-11T00:00:00Z,3,0,Member 1467,False,Approved,4,,en,Android App,2024-05-11
93,4691,7700,2,Disappointed,Product arrived damaged and customer service was slow to respond. Not happy.,2020-11-09T12:13:32Z,0,3,Customer 7700,True,Pending,1,,en,Desktop,2020-11-09
94,397,8500,5,Love it!,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2017-05-11T09:57:45Z,2,0,Verified Customer,True,Approved,3,,en,Android App,2017-05-11
95,2661,1076,5,Perfect!,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2021-12-21T14:34:25Z,0,1,Verified Buyer,True,Approved,1,,en,Android App,2021-12-21
96,628,3218,2,Could be better,Not worth the price. There are better options available for less money.,2025-04-02T06:48:43Z,0,0,Verified Buyer,True,Approved,0,,en,Desktop,2025-04-02
97,4803,1351,4,Good quality,Happy with this purchase. It works well and the quality is good for the price.,2024-07-03T03:45:34Z,1,0,Verified Customer,True,Approved,2,,en,Desktop,2024-07-03
98,4871,5194,3,Fair value,Meets basic expectations but doesn't stand out. You get what you pay for.,2025-02-25T00:00:00Z,1,0,Member 5194,False,Approved,2,,en,Mobile Web,2025-02-25
99,936,3127,4,Nice product,Nice quality and works as expected. Customer service was helpful when I had questions.,2024-09-13T00:00:00Z,0,0,Registered User,False,Approved,0,,en,Android App,2024-09-13
100,1573,7420,5,Couldn't be happier,Fantastic product! It does exactly what it promises and more. Very happy customer here.,2024-08-03T04:52:39Z,0,0,Verified Customer,True,Approved,1,,en,iOS App,2024-08-03
101,3758,8365,5,Best purchase ever,Fantastic product! It does exactly what it promises and more. Very happy customer here.,2024-09-28T00:00:00Z,0,2,A Customer,False,Pending,0,,pt,Android App,2024-09-28
102,1977,6012,4,Nice product,Good value for money. Does what I needed it to do. Would consider buying again.,2020-02-13T15:57:30Z,1,0,Customer 6012,True,Approved,3,,en,Desktop,2020-02-13
103,1972,575,5,Exceeded expectations,Fantastic product! It does exactly what it promises and more. Very happy customer here.,2024-05-24T00:00:00Z,0,0,Shopper,False,Approved,0,,en,Desktop,2024-05-24
104,3493,9592,3,Meets expectations,Meets basic expectations but doesn't stand out. You get what you pay for.,2018-03-18T06:18:18Z,0,0,Verified Purchaser,True,Approved,0,,en,Tablet,2018-03-18
105,439,8128,3,Average product,Middle of the road product. Not bad but not great either. Fair value.,2025-12-23T00:00:00Z,0,0,Shopper,False,Approved,0,,en,Mobile Web,2025-12-23
106,4440,1974,4,Solid choice,Nice quality and works as expected. Customer service was helpful when I had questions.,2025-06-12T00:00:00Z,2,0,A Customer,False,Pending,4,,en,Tablet,2025-06-12
107,46,704,3,Meets expectations,Meets basic expectations but doesn't stand out. You get what you pay for.,2025-12-24T00:00:00Z,0,2,A Verified Reviewer,True,Pending,1,,pt,Desktop,2025-12-24
108,2377,989,4,Would buy again,Good value for money. Does what I needed it to do. Would consider buying again.,2024-04-30T15:12:00Z,5,1,Verified Buyer,True,Approved,10,,de,Tablet,2024-04-30
109,2470,7752,4,Good quality,Really good product overall. A few minor issues but nothing major. Would recommend.,2025-10-02T00:00:00Z,4,0,Member 7752,False,Approved,5,,en,Mobile Web,2025-10-02
110,108,120,5,Exceeded expectations,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2025-10-05T00:00:00Z,0,0,Shopper,False,Approved,0,,en,Desktop,2025-10-05
111,356,2284,4,Good quality,Happy with this purchase. It works well and the quality is good for the price.,2022-07-22T08:48:31Z,0,0,Verified Customer,True,Approved,1,,en,Tablet,2022-07-22
112,4296,8613,5,Exceeded expectations,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2025-11-25T00:00:00Z,7,0,User 8613,False,Approved,15,,en,Tablet,2025-11-25
113,2382,4593,5,Highly recommend!,Top-notch quality and great value for money. Would definitely purchase from this brand again.,2025-11-29T21:34:53Z,0,0,Verified Purchaser,True,Approved,0,,en,Tablet,2025-11-29
114,1641,4482,3,Does the job,Middle of the road product. Not bad but not great either. Fair value.,2024-09-02T00:00:00Z,0,0,A Customer,False,Approved,0,,en,iOS App,2024-09-02
115,3846,2628,2,Not great,Not worth the price. There are better options available for less money.,2022-12-17T17:55:09Z,3,0,Verified Customer,True,Approved,5,We're sorry to hear about your experience. Please contact our support team.,en,Mobile Web,2022-12-17
116,291,5834,3,Acceptable,It works but I expected a bit more based on the description. Okay overall.,2024-06-01T00:00:00Z,0,0,Registered User,False,Approved,0,,en,Android App,2024-06-01
117,3120,9462,3,It's okay,It's an average product. Nothing special but it gets the job done adequately.,2021-06-11T23:15:11Z,0,0,Verified Buyer,True,Approved,1,,fr,Android App,2021-06-11
118,1579,2423,5,Best purchase ever,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2025-09-22T23:16:51Z,43,0,Verified Customer,True,Approved,50,,en,Android App,2025-09-22
119,1426,596,1,Terrible product,Avoid this product at all costs. It's nothing like the description or photos.,2023-04-19T09:41:21Z,0,0,A Verified Reviewer,True,Flagged,0,,en,Desktop,2023-04-19
120,599,1085,5,Worth every penny,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2021-05-19T03:20:41Z,8,3,Verified Buyer,True,Approved,10,,en,Desktop,2021-05-19
121,233,8804,4,Solid choice,Happy with this purchase. It works well and the quality is good for the price.,2025-07-31T00:00:00Z,0,0,Shopper,False,Approved,0,Thank you for your feedback! We're glad you enjoyed the product.,en,Mobile Web,2025-07-31
122,4062,1646,3,Fair value,It works but I expected a bit more based on the description. Okay overall.,2023-12-11T16:48:02Z,2,3,Verified Buyer,True,Approved,3,,en,Android App,2023-12-11
123,3576,5530,5,Five stars deserved,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2025-08-07T00:00:00Z,0,1,User 5530,False,Pending,0,,en,Android App,2025-08-07
124,3953,4027,4,Very satisfied,Nice quality and works as expected. Customer service was helpful when I had questions.,2025-10-17T00:00:00Z,0,0,Member 4027,False,Approved,0,,en,iOS App,2025-10-17
125,2135,9536,5,Worth every penny,Fantastic product! It does exactly what it promises and more. Very happy customer here.,2024-11-17T00:00:00Z,14,5,Shopper,False,Approved,20,,en,Mobile Web,2024-11-17
126,115,7416,4,Very satisfied,Happy with this purchase. It works well and the quality is good for the price.,2024-04-17T00:00:00Z,2,0,Registered User,False,Flagged,3,,en,Android App,2024-04-17
127,3039,9420,5,Best purchase ever,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2025-12-19T06:31:45Z,0,0,Customer 9420,True,Approved,1,Thank you for your kind words! We hope to serve you again soon.,en,Android App,2025-12-19
128,4471,3026,2,Would not recommend,Had issues right out of the box. Quality control seems lacking.,2023-10-02T05:07:30Z,0,0,Verified Customer,True,Approved,0,,en,Desktop,2023-10-02
129,2757,7122,1,Very disappointed,Avoid this product at all costs. It's nothing like the description or photos.,2025-11-25T03:13:10Z,8,0,Verified Customer,True,Approved,10,We appreciate your review and are happy you had a positive experience.,es,Mobile Web,2025-11-25
130,2463,3658,4,Great product,Nice quality and works as expected. Customer service was helpful when I had questions.,2025-05-21T00:00:00Z,8,2,A Customer,False,Approved,10,Thank you for your feedback! We're glad you enjoyed the product.,fr,Desktop,2025-05-21
131,2478,2623,5,Excellent product!,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2023-08-11T02:53:19Z,8,0,Verified Customer,True,Approved,10,,en,iOS App,2023-08-11
132,4979,4794,2,Poor quality,Had issues right out of the box. Quality control seems lacking.,2021-10-28T00:17:26Z,1,0,Verified Buyer,True,Pending,2,,en,iOS App,2021-10-28
133,4837,7714,5,Couldn't be happier,This product exceeded all my expectations. The quality is outstanding and it works perfectly.,2021-01-14T11:34:03Z,0,0,A Verified Reviewer,True,Approved,0,,en,Desktop,2021-01-14
134,898,7573,4,Good quality,Happy with this purchase. It works well and the quality is good for the price.,2024-03-23T23:04:04Z,1,1,Customer 7573,True,Approved,2,Thank you for your kind words! We hope to serve you again soon.,en,Android App,2024-03-23
135,2383,2394,4,Good quality,Happy with this purchase. It works well and the quality is good for the price.,2021-11-19T00:40:31Z,0,0,Verified Purchaser,True,Approved,1,We appreciate your review and are happy you had a positive experience.,en,Android App,2021-11-19
136,1037,9244,5,Couldn't be happier,Best purchase I've made in a long time. The build quality is excellent and it arrived quickly.,2024-11-27T00:00:00Z,14,0,Registered User,False,Approved,20,,en,Desktop,2024-11-27
137,591,1040,3,Decent quality,Meets basic expectations but doesn't stand out. You get what you pay for.,2025-12-18T02:40:24Z,1,0,Verified Customer,True,Approved,2,,en,Desktop,2025-12-18
138,3791,5872,4,Nice product,Happy with this purchase. It works well and the quality is good for the price.,2025-10-12T11:23:06Z,0,0,A Verified Reviewer,True,Approved,0,Thank you for your kind words! We hope to serve you again soon.,en,Desktop,2025-10-12
139,2180,110,4,Nice product,Good value for money. Does what I needed it to do. Would consider buying again.,2021-08-30T20:56:07Z,1,5,A Verified Reviewer,True,Approved,2,Thank you for your kind words! We hope to serve you again soon.,en,Desktop,2021-08-30
140,3430,8431,4,Very satisfied,Good value for money. Does what I needed it to do. Would consider buying again.,2024-02-29T00:00:00Z,0,0,Shopper,False,Approved,0,,en,Tablet,2024-02-29
141,4779,2224,5,Perfect!,I've been using this for weeks now and I'm absolutely thrilled with it. Highly recommended!,2024-03-20T00:00:00Z,0,0,Registered User,False,Flagged,1,,en,Tablet,2024-03-20
142,1945,3,3,It's okay,It works but I expected a bit more based on the description. Okay overall.,2022-07-17T08:14:04Z,6,1,Verified Customer,True,Flagged,10,,en,Android App,2022-07-17
