campaign_id,campaign_name,campaign_type,start_date,end_date,budget,spent_amount,impressions,clicks,conversions,target_audience,campaign_status
352,Contextual Targeting 2025 #352,Stephanie Davis,2026-02-17,,21065.15,0.0,0,0,0,,Planned
603,Social Contest Campaign 2025 #603,Chris Anderson,2024-12-17,,82700.31,84273.62,4850419,130509,3105,,Completed
724,Social Contest Campaign 2025 #724,Andrew Thompson,2025-10-02,,77876.14,12850.8,1378941,22600,892,,Cancelled
791,Brand Awareness Display 2024 #791,Nicole Taylor,2025-07-22,,53243.65,48528.87,3168448,17875,680,,Completed
38,Spring Social Push 2025,Stephanie Davis,2026-01-08,,65378.43,0.0,0,0,0,,Planned
124,Trending Topic Campaign 2024 #124,Amanda Lee,2026-02-11,,42865.64,0.0,0,0,0,,Planned
176,Back to School Search Push 2024,Laura Garcia,2024-11-16,,44497.56,36715.88,3148434,203374,15841,,Completed
652,Native Advertising 2025 #652,Laura Garcia,2025-12-15,,99261.68,12675.03,1371942,4153,156,,Active
903,Social Contest Campaign 2023 #903,Emily Rodriguez,2025-09-05,,56208.4,2920.4,386741,3663,121,,Cancelled
77,Back to School Video Push 2025,Jessica Martinez,2024-12-16,,25877.73,25517.04,2148071,35470,1392,,Completed
90,Shopping Ads Campaign 2025,Nicole Taylor,2025-11-15,,78437.74,28617.84,1442080,117335,6442,,Active
149,Contextual Targeting 2024,Nicole Taylor,2025-11-10,,74214.56,45493.62,3533755,22674,805,,Active
250,Year End Search Push 2025 #250,Michael Chen,2025-06-26,,91595.0,79953.28,7827434,349776,12359,,Completed
335,Cyber Monday Search Push 2024 #335,Nicole Taylor,2026-03-04,,90524.72,0.0,0,0,0,,Planned
586,Short Form Video 2024 #586,Kevin Brown,2025-05-08,,77393.89,69028.23,5155675,94379,3929,,Completed
608,Product Showcase Social 2025 #608,Stephanie Davis,2025-11-16,,4990.0,5076.82,281310,4016,82,,Active
627,Weekly Deals Newsletter 2023 #627,Chris Anderson,2025-11-01,,8192.55,6171.34,687350,48881,3011,,Active
808,Shopping Ads Campaign 2023 #808,Amanda Lee,2025-07-26,,12190.99,11338.0,1093333,42595,1282,,Completed
295,Q1 Social Push 2023,Jessica Martinez,2025-09-05,,30107.45,4799.49,784026,4906,84,,Cancelled
354,Q3 Video Campaign 2024,Michael Chen,2026-02-25,,95377.02,0.0,0,0,0,,Planned
444,Product Category Search 2023 #444,Amanda Lee,2025-11-09,,17108.46,16317.82,982216,78025,3548,,Active
562,Spring Newsletter Campaign 2025,David Kim,2026-03-04,,5776.6,0.0,0,0,0,,Planned
644,Dynamic Search Ads 2023 #644,Laura Garcia,2024-12-02,,13311.12,12114.35,1673102,120286,7728,,Completed
660,Prime Day Social Campaign 2025 #660,Brian Wilson,2025-11-06,,38819.74,21535.22,1101428,13268,570,,Active
897,Black Friday Banner Ads 2024,Amanda Lee,2025-06-19,,24513.06,2702.12,145135,411,3,,Cancelled
933,Product Category Search 2025 #933,Stephanie Davis,2025-11-30,,85346.82,23008.5,1677086,77080,3075,,Paused
294,Testimonial Videos 2023,Stephanie Davis,2025-12-07,,4034.84,1578.04,240807,5280,185,,Active
304,Social Contest Campaign 2024 #304,Sarah Johnson,2025-06-20,,98720.81,90032.48,5023102,51222,634,,Completed
683,Q1 Video Campaign 2023,Stephanie Davis,2025-08-19,,61490.01,59563.25,11047199,119186,3671,,Completed
859,Contextual Targeting 2024 #859,Jessica Martinez,2025-08-23,,94850.43,4025.45,577766,4540,184,,Cancelled
937,Audience Display Campaign 2023 #937,Andrew Thompson,2026-01-31,,58809.47,0.0,0,0,0,,Planned
996,Dynamic Search Ads 2024 #996,Chris Anderson,2025-11-28,,57898.16,14579.07,1276732,109334,3793,,Paused
265,Product Showcase Social 2024 #265,Chris Anderson,2025-11-21,,57292.96,29062.2,2476733,37147,1202,,Active
277,Winter Social Push 2025,Rachel Green,2025-05-23,,13811.79,11364.42,669603,6651,217,,Completed
291,Testimonial Videos 2025,Jessica Martinez,2025-11-19,,37328.98,21349.73,1991054,22072,667,,Active
870,Brand Keywords Campaign 2023 #870,Chris Anderson,2025-11-09,,87928.19,66973.44,3683555,320747,22563,,Active
143,Labor Day Search Push 2023,Chris Anderson,2025-05-29,,12104.2,10413.9,607923,14003,1381,,Completed
700,Remarketing Search 2025 #700,James Miller,2025-05-31,,25931.68,22947.2,1804989,179609,10776,,Completed
474,Easter Search Push 2023 #474,Kevin Brown,2025-06-20,,11162.14,9466.88,595862,48547,2410,,Completed
551,Influencer Partnership 2023 #551,James Miller,2026-03-15,,70225.28,0.0,0,0,0,,Planned
694,Summer Video Campaign 2024,James Miller,2025-11-02,,29226.77,15672.74,2145318,16665,669,,Active
785,Black Friday Email Blast 2025,Sarah Johnson,2025-11-26,,2166.17,747.59,74390,4524,117,,Active
941,Contextual Targeting 2023 #941,Nicole Taylor,2026-01-14,,27933.52,0.0,0,0,0,,Planned
99,Dynamic Search Ads 2024,Chris Anderson,2026-01-18,,28415.06,0.0,0,0,0,,Planned
168,Cyber Monday Direct Mail 2024,David Kim,2025-12-03,,23631.37,4529.41,0,0,0,,Active
267,Black Friday Social Campaign 2025,Sarah Johnson,2024-11-05,,52905.75,47787.59,2741189,42121,1225,,Completed
284,Brand Awareness Display 2024 #284,Jessica Martinez,2025-12-03,,27361.05,4107.17,315341,2475,89,,Active
353,Trending Topic Campaign 2023 #353,Kevin Brown,2025-10-30,,22577.71,18835.49,1530746,41460,1159,,Active
429,Spring Newsletter Campaign 2024 #429,James Miller,2026-03-10,,1180.58,0.0,0,0,0,,Planned
434,Competitor Conquest 2024 #434,Kevin Brown,2025-12-06,,17798.15,4200.53,409042,16318,1550,,Active
457,Brand Awareness Display 2024 #457,Kevin Brown,2025-11-20,,97563.87,67884.36,6026470,41727,1840,,Paused
505,Competitor Conquest 2025 #505,Nicole Taylor,2026-03-14,,4774.78,0.0,0,0,0,,Planned
818,Brand Keywords Campaign 2025 #818,Jessica Martinez,2025-06-30,,11301.24,9660.4,514886,17289,1478,,Completed
895,New Arrivals Newsletter 2024 #895,Amanda Lee,2026-01-11,,4315.84,0.0,0,0,0,,Planned
970,Spring Social Push 2023 #970,Emily Rodriguez,2025-04-26,,5281.47,4228.5,629159,16625,151,,Completed
9,Customer Win-Back Email 2024,Nicole Taylor,2025-08-15,,868.03,826.62,48041,1691,126,,Completed
24,Dynamic Search Ads 2025,Stephanie Davis,2025-11-17,,63410.35,53220.26,3729067,225468,8670,,Active
344,Black Friday Search Push 2023,Kevin Brown,2025-11-14,,88532.32,54538.28,10748770,1029739,93869,,Active
462,Weekly Deals Newsletter 2023 #462,Chris Anderson,2025-11-01,,7034.0,6865.28,441253,13285,240,,Paused
534,Customer Win-Back Email 2024 #534,Andrew Thompson,2025-06-25,,3137.44,2803.94,303810,8800,530,,Completed
34,Loyalty Mailer 2024,Stephanie Davis,2025-10-07,,46171.19,47310.11,0,0,0,,Completed
64,Winter Search Campaign 2025,Michael Chen,2025-11-07,,72657.5,43799.7,4272048,310234,13350,,Active
189,Tutorial Video Ads 2025,Brian Wilson,2025-11-07,,20704.93,11740.96,1690412,24503,582,,Active
547,Memorial Day Email Blast 2024,Brian Wilson,2024-12-12,,4528.41,4192.19,322545,12629,923,,Completed
730,Competitor Conquest 2025 #730,Andrew Thompson,2025-06-20,,27347.07,26710.03,2588212,103375,7117,,Completed
860,New Arrivals Newsletter 2025 #860,Rachel Green,2025-06-18,,2445.77,2482.82,150010,10866,826,,Completed
390,Valentine Email Blast 2025,David Kim,2025-06-13,,6846.07,6448.04,423288,18950,532,,Completed
419,High Intent Keywords 2025 #419,Rachel Green,2025-07-21,,84092.9,69097.49,11456718,1056588,78588,,Completed
508,Flash Sale Alert 2025 #508,David Kim,2025-12-18,,6784.65,445.56,34220,1805,133,,Active
851,Social Proof Campaign 2023 #851,Chris Anderson,2025-08-23,,71919.5,68649.72,4617132,80110,2106,,Completed
254,Labor Day Search Push 2024,James Miller,2025-12-18,,40973.21,4503.22,445207,38038,1631,,Active
346,Product Showcase Social 2024 #346,Laura Garcia,2025-08-16,,51712.81,48929.36,5946955,108135,1561,,Completed
544,Social Contest Campaign 2023 #544,Sarah Johnson,2025-01-21,,11382.84,9279.94,610754,9110,273,,Completed
706,Product Sample Mailing 2024,Brian Wilson,2025-11-18,,30109.69,30934.14,0,0,0,,Completed
89,Q1 Newsletter Campaign 2023,Stephanie Davis,2025-06-19,,2935.45,250.03,13784,318,10,,Cancelled
528,Labor Day Video Push 2025 #528,Nicole Taylor,2025-10-16,,63350.84,61893.78,3137669,19623,734,,Completed
669,Brand Keywords Campaign 2023 #669,Laura Garcia,2025-11-08,,82289.64,58439.8,3411118,187455,10224,,Active
800,Year End Email Blast 2025 #800,Jessica Martinez,2025-11-01,,2267.58,1512.39,129698,2666,128,,Paused
909,Product Showcase Social 2024 #909,Stephanie Davis,2025-07-08,,28383.78,25221.66,3242068,53437,1830,,Completed
946,Abandoned Cart Recovery 2025 #946,Rachel Green,2024-12-27,,8819.41,9150.6,1444206,43582,594,,Completed
394,Cyber Monday Banner Ads 2024,Amanda Lee,2025-05-22,,25577.13,20864.31,2317945,17394,92,,Completed
261,Spring Display Ads 2023,Andrew Thompson,2024-12-29,,49764.06,47155.05,3032181,27056,144,,Completed
431,High Intent Keywords 2024 #431,Andrew Thompson,2025-11-14,,42099.42,14554.2,2695786,81736,7423,,Active
454,Easter Banner Ads 2024,Kevin Brown,2025-11-10,,91625.18,50774.93,3589570,23116,217,,Active
751,Product Showcase Social 2024 #751,Amanda Lee,2025-06-17,,66796.43,56715.56,3226844,50008,748,,Completed
858,Weekly Deals Newsletter 2023 #858,Jessica Martinez,2025-01-13,,8580.63,1055.8,131338,3325,152,,Cancelled
359,Brand Keywords Campaign 2023 #359,Kevin Brown,2026-03-22,,48571.95,0.0,0,0,0,,Planned
369,Social Contest Campaign 2023 #369,Sarah Johnson,2025-05-08,,6811.6,269.62,53376,286,11,,Cancelled
420,Summer Display Ads 2023,Andrew Thompson,2025-09-06,,8884.04,7993.74,595003,2614,51,,Completed
447,Community Engagement 2023 #447,Michael Chen,2025-09-30,,38403.71,37673.68,2288859,19075,729,,Completed
455,Brand Story Video 2024 #455,Stephanie Davis,2025-12-07,,93711.04,15353.93,1921385,12125,485,,Active
557,Remarketing Search 2023 #557,Emily Rodriguez,2025-08-05,,41683.12,38623.64,3918823,250948,7912,,Completed
675,Streaming TV Ads 2025 #675,Stephanie Davis,2025-06-30,,20579.27,18707.97,2075458,35289,1048,,Completed
152,High Intent Keywords 2025,Jessica Martinez,2025-12-08,,21047.18,516.54,28181,1300,93,,Cancelled
230,User Generated Content 2025 #230,Michael Chen,2025-12-14,,67596.12,6328.47,704179,7685,263,,Paused
237,Prime Day Email Blast 2024,Sarah Johnson,2024-12-23,,9045.84,1275.75,96370,4544,328,,Cancelled
377,Cyber Monday Social Campaign 2024,Laura Garcia,2025-11-22,,51820.41,16117.44,943979,6506,286,,Active
499,Valentine Email Blast 2024,James Miller,2025-04-09,,3514.84,3503.94,191191,6698,122,,Completed
850,Loyalty Rewards Email 2024 #850,David Kim,2025-11-03,,6505.82,2986.49,184959,5500,298,,Active
191,Holiday Email Blast 2023,Laura Garcia,2025-04-15,,3867.35,773.25,100892,7768,447,,Cancelled
300,Trending Topic Campaign 2024 #300,James Miller,2025-10-30,,74228.43,60442.11,3818552,67574,1893,,Active
476,Flash Sale Alert 2023 #476,Brian Wilson,2024-11-06,,6870.9,6790.43,355492,8003,153,,Completed
806,Social Contest Campaign 2023 #806,James Miller,2025-09-02,,91748.73,90080.23,16148106,472419,20559,,Completed
873,Local Search Campaign 2023 #873,Stephanie Davis,2025-10-29,,46224.15,39715.44,5419859,355798,35182,,Active
906,Prime Day Search Push 2023 #906,Andrew Thompson,2025-10-29,,79843.79,51499.74,7662351,160859,7481,,Active
950,Shopping Ads Campaign 2023 #950,Rachel Green,2025-11-02,,56346.37,55037.22,3613063,252519,7067,,Active
56,Social Proof Campaign 2024,Amanda Lee,2025-11-06,,81300.93,32414.27,4939117,60252,1758,,Paused
448,High Intent Keywords 2024 #448,Brian Wilson,2025-01-13,,44076.82,43896.85,7585340,403664,10435,,Completed
598,Brand Keywords Campaign 2024 #598,Sarah Johnson,2025-10-17,,63910.2,56949.42,3247732,222262,10603,,Completed
862,Social Contest Campaign 2023 #862,Rachel Green,2025-11-17,,90884.11,40431.37,2675690,44188,2057,,Paused
867,Easter SMS Deals 2025,Kevin Brown,2025-06-12,,9550.35,8971.03,771006,89151,5302,,Completed
389,Labor Day SMS Deals 2025,Emily Rodriguez,2025-11-17,,6145.54,1953.72,102872,10971,1035,,Active
408,Year End Email Blast 2024,Andrew Thompson,2025-02-20,,7461.99,6922.79,1310779,70301,1379,,Completed
342,Back to School Email Blast 2025,Nicole Taylor,2026-03-16,,6848.14,0.0,0,0,0,,Planned
654,Product Display Ads 2023 #654,Chris Anderson,2025-01-28,,23964.22,3095.75,508154,3801,179,,Cancelled
674,Influencer Partnership 2023 #674,Kevin Brown,2025-06-07,,45776.52,43916.71,2410788,19015,470,,Completed
727,Prime Day Search Push 2024 #727,Brian Wilson,2025-04-06,,7197.93,7344.25,591577,29186,730,,Completed
21,Product Showcase Social 2025,Stephanie Davis,2025-08-03,,63828.04,60197.22,4945154,65307,1084,,Completed
278,Easter Video Push 2024,Kevin Brown,2025-12-16,,46981.45,3877.85,500600,3556,83,,Active
363,Labor Day Video Push 2025,Rachel Green,2025-12-11,,30050.46,7084.09,386279,3432,115,,Active
404,Influencer Partnership 2024 #404,David Kim,2025-08-05,,74373.93,13641.29,1258873,7656,349,,Cancelled
75,YouTube Pre-Roll 2023,Brian Wilson,2025-12-07,,92675.5,42847.78,2747113,15375,225,,Active
161,Social Contest Campaign 2023 #161,Nicole Taylor,2025-04-18,,25078.23,23011.57,1912949,25789,627,,Completed
465,Easter Social Campaign 2024,Laura Garcia,2025-11-04,,5492.22,3204.92,371681,6754,231,,Active
509,Valentine Email Blast 2025 #509,Kevin Brown,2025-11-03,,7823.78,4555.12,434972,10163,360,,Active
602,User Generated Content 2025 #602,Laura Garcia,2025-05-31,,90246.93,74243.07,5843683,129252,4254,,Completed
723,Prime Day Search Push 2023 #723,Michael Chen,2026-02-28,,4780.54,0.0,0,0,0,,Planned
1000,New Arrivals Newsletter 2024 #1000,Kevin Brown,2026-01-22,,6401.74,0.0,0,0,0,,Planned
195,Brand Awareness Drive 2025,Emily Rodriguez,2025-12-17,,75986.0,12291.08,2445616,51328,268,,Paused
247,Back to School Social Campaign 2025 #247,Laura Garcia,2025-11-22,,11061.49,3266.19,268418,4512,23,,Active
322,Winter Video Campaign 2025,Brian Wilson,2025-12-09,,21233.37,4104.05,745855,18464,610,,Active
406,Brand Keywords Campaign 2023 #406,Nicole Taylor,2025-03-28,,85339.24,15920.25,1603879,64376,4792,,Cancelled
438,Q4 Social Push 2024 #438,David Kim,2025-06-16,,79159.23,76029.05,3977579,103173,857,,Completed
529,Programmatic Display 2025 #529,Michael Chen,2025-01-12,,72379.17,58007.11,3043493,26765,590,,Completed
691,Local Search Campaign 2024 #691,Kevin Brown,2025-09-17,,6481.04,5653.13,813510,19260,1645,,Completed
739,Remarketing Search 2023 #739,Sarah Johnson,2025-02-20,,48613.95,44315.26,4084212,249624,7974,,Completed
197,Q4 Display Ads 2024,Jessica Martinez,2025-03-20,,55105.42,47935.74,2833786,7436,107,,Completed
214,Q3 Social Push 2025,Amanda Lee,2026-02-17,,99559.29,0.0,0,0,0,,Planned
264,Prime Day Search Push 2023,Emily Rodriguez,2025-11-27,,53574.49,28335.25,4439884,155207,4894,,Active
501,Contextual Targeting 2024 #501,David Kim,2025-11-26,,90891.94,30154.44,1524449,9765,61,,Active
761,Product Category Search 2023 #761,Brian Wilson,2025-05-31,,86987.74,78973.38,7157319,226246,20214,,Completed
866,Q3 Newsletter Campaign 2024 #866,Rachel Green,2025-01-16,,5608.48,5673.51,326489,21764,516,,Completed
992,Holiday SMS Deals 2023,Emily Rodriguez,2025-11-22,,8020.39,6198.37,1060592,108422,2351,,Active
196,Q1 Catalog Mailing 2025,Brian Wilson,2026-01-12,,12129.34,2007.74,0,0,0,,Cancelled
281,Holiday Banner Ads 2023,Jessica Martinez,2026-02-17,,16740.43,0.0,0,0,0,,Planned
478,Summer Video Campaign 2023,Michael Chen,2025-06-19,,32203.78,30944.97,1677128,17617,541,,Completed
483,Product Category Search 2025 #483,Chris Anderson,2025-12-04,,65463.83,10935.66,584717,26168,709,,Active
297,Memorial Day Search Push 2025,Brian Wilson,2025-08-09,,79020.09,77545.88,4027990,220769,16138,,Completed
339,Q4 Newsletter Campaign 2025,Sarah Johnson,2025-11-28,,6141.79,4258.52,316522,15629,1223,,Active
355,Prime Day Email Blast 2025 #355,Rachel Green,2025-09-05,,1934.4,1945.52,118284,8266,274,,Completed
714,Abandoned Cart Recovery 2023 #714,Sarah Johnson,2026-02-16,,7616.75,0.0,0,0,0,,Planned
823,Social Contest Campaign 2023 #823,Kevin Brown,2025-12-17,,19880.57,1578.95,117042,1371,50,,Active
905,Product Launch Announcement 2024 #905,Michael Chen,2025-09-02,,2968.76,3056.23,382604,23935,1211,,Completed
386,Local Search Campaign 2025 #386,James Miller,2026-02-27,,38062.05,0.0,0,0,0,,Planned
681,Product Category Search 2024 #681,Laura Garcia,2026-02-21,,74579.16,0.0,0,0,0,,Planned
774,Summer Video Campaign 2025,Chris Anderson,2025-11-08,,63200.28,47498.83,4203694,100000,2854,,Active
776,Cross-Network Display 2023 #776,Kevin Brown,2025-11-03,,87292.65,91024.26,4605072,28105,583,,Completed
55,Social Contest Campaign 2023,Andrew Thompson,2025-09-02,,74857.33,10947.93,705401,21014,121,,Cancelled
103,Memorial Day Social Campaign 2023,Sarah Johnson,2026-03-03,,8502.51,0.0,0,0,0,,Planned
177,Product Showcase Social 2024,Nicole Taylor,2025-11-04,,65347.28,43183.79,4183628,44411,2040,,Active
484,Memorial Day Video Push 2025,Laura Garcia,2025-12-07,,80723.68,11725.04,905400,11388,254,,Active
583,Social Proof Campaign 2023 #583,Emily Rodriguez,2025-12-03,,61486.16,19498.1,1374684,33425,390,,Active
679,Remarketing Search 2024 #679,Emily Rodriguez,2025-11-24,,74409.43,46933.86,5096106,206499,11910,,Active
744,Labor Day Video Push 2024,Chris Anderson,2025-12-07,,72539.68,12750.52,2433862,34073,1311,,Active
838,Weekly Deals Newsletter 2024 #838,Andrew Thompson,2026-01-22,,4198.6,0.0,0,0,0,,Planned
841,Influencer Partnership 2023 #841,Emily Rodriguez,2026-02-03,,44787.06,0.0,0,0,0,,Planned
887,Flash Sale Alert 2023 #887,James Miller,2026-01-07,,6421.46,0.0,0,0,0,,Planned
993,Customer Win-Back Email 2025 #993,Jessica Martinez,2024-11-10,,3696.72,3079.7,383788,15731,1208,,Completed
147,Social Contest Campaign 2024,Sarah Johnson,2025-10-28,,72390.88,36132.6,2509267,41844,904,,Active
150,Easter Search Push 2023,Emily Rodriguez,2025-07-26,,2070.14,1682.34,176330,8538,237,,Completed
252,Shopping Ads Campaign 2025 #252,James Miller,2025-11-19,,35706.81,18746.63,3277332,302347,13235,,Active
395,Valentine Social Campaign 2024 #395,Stephanie Davis,2025-11-26,,65627.83,19328.5,2234875,19793,866,,Active
111,Retargeting Display 2024,Sarah Johnson,2025-11-24,,60529.43,25236.04,2238822,6187,169,,Active
170,Spring Search Campaign 2024,Stephanie Davis,2025-04-11,,20121.39,17868.0,954522,64181,1751,,Completed
229,Fall Search Campaign 2024,Chris Anderson,2025-11-14,,63496.04,25081.34,2000592,57860,1666,,Active
461,Remarketing Search 2025 #461,Brian Wilson,2025-11-11,,66907.44,52595.81,4903394,281604,12211,,Active
948,Brand Awareness Drive 2024 #948,Brian Wilson,2025-11-11,,22222.03,8995.51,1298662,11638,440,,Active
983,New Customer Welcome Kit 2023,David Kim,2024-11-02,,32364.98,29523.28,0,0,0,,Completed
308,Easter Search Push 2024 #308,Sarah Johnson,2025-10-30,,46202.79,18629.67,2458664,108817,5471,,Active
321,Easter Banner Ads 2023,Jessica Martinez,2025-12-17,,25928.28,6473.9,471418,3822,39,,Active
375,Easter Search Push 2025,James Miller,2025-12-06,,86355.08,24177.43,2794365,261627,17269,,Active
449,Customer Win-Back Email 2024 #449,Michael Chen,2026-03-24,,8545.96,0.0,0,0,0,,Planned
519,Fall Social Push 2023 #519,Rachel Green,2025-10-29,,14013.05,12370.8,993028,11689,457,,Active
702,Valentine Banner Ads 2025 #702,Brian Wilson,2024-12-20,,26912.89,26528.38,2953065,4000,144,,Completed
817,Q2 Social Push 2023 #817,Amanda Lee,2025-10-28,,76351.3,47039.08,3033991,21802,721,,Active
882,Weekly Deals Newsletter 2024 #882,Sarah Johnson,2024-10-25,,5260.28,4871.26,431972,32747,1247,,Completed
927,Community Engagement 2023 #927,David Kim,2025-11-25,,72898.79,32531.61,4719166,84993,3304,,Active
41,Event Reminder SMS 2024,Sarah Johnson,2025-08-20,,5139.55,4431.98,756385,61319,7123,,Completed
523,Premium Customer Package 2024,James Miller,2025-11-24,,10826.92,6180.7,0,0,0,,Active
581,Year End Video Push 2025,Brian Wilson,2025-09-02,,63399.54,58839.62,3070325,63283,3046,,Completed
615,Remarketing Search 2023 #615,Kevin Brown,2026-03-01,,98551.93,0.0,0,0,0,,Planned
713,Product Showcase Social 2024 #713,Andrew Thompson,2025-12-20,,21372.88,967.43,164165,4819,217,,Cancelled
924,Contextual Targeting 2023 #924,Amanda Lee,2025-11-29,,32473.21,11403.19,688302,1174,10,,Active
137,Remarketing Search 2024,Laura Garcia,2025-09-05,,54925.05,52670.85,4189845,402228,18804,,Completed
550,Social Proof Campaign 2023 #550,Emily Rodriguez,2026-02-21,,28661.29,0.0,0,0,0,,Planned
657,Q2 Video Campaign 2025,Laura Garcia,2025-06-11,,13628.47,499.72,37927,716,19,,Cancelled
12,Local Search Campaign 2023,Chris Anderson,2026-01-31,,21962.12,0.0,0,0,0,,Planned
165,Retargeting Display 2023,Stephanie Davis,2025-11-11,,45335.47,20701.52,2468336,5077,101,,Active
542,Q1 Search Campaign 2023,Chris Anderson,2025-12-10,,14547.0,4250.39,547164,21896,1327,,Active
555,Trending Topic Campaign 2025 #555,Andrew Thompson,2025-12-06,,59439.0,19182.43,1488066,11827,220,,Active
704,Remarketing Search 2024 #704,Andrew Thompson,2025-07-22,,77643.73,73310.49,3706395,221376,5731,,Completed
835,Social Proof Campaign 2023 #835,Emily Rodriguez,2025-11-17,,73050.54,44574.48,6069656,83492,3417,,Active
901,Customer Win-Back Email 2024 #901,James Miller,2025-11-25,,1604.37,1260.42,79118,2510,176,,Active
33,Brand Keywords Campaign 2024,Andrew Thompson,2025-05-29,,54444.8,43754.86,3953618,237105,6330,,Completed
303,Labor Day Social Campaign 2025,Kevin Brown,2025-05-04,,68638.59,58394.75,5828482,78247,3490,,Completed
452,Birthday Special Campaign 2023 #452,Laura Garcia,2025-11-26,,9414.35,1976.89,234715,3000,187,,Active
750,Competitor Conquest 2025 #750,Brian Wilson,2025-09-06,,11363.29,10201.68,800558,79858,4835,,Completed
336,Back to School Search Push 2023,Laura Garcia,2025-11-12,,21907.17,21547.63,1281168,41079,1939,,Active
366,Labor Day Video Push 2023,Andrew Thompson,2025-02-23,,11992.55,10433.98,593105,6505,95,,Completed
517,Trending Topic Campaign 2024 #517,David Kim,2025-02-20,,32384.63,33251.76,2011563,45625,285,,Completed
570,New Arrivals Newsletter 2023 #570,Kevin Brown,2025-11-22,,1957.28,648.42,67868,3181,214,,Active
628,Native Advertising 2025 #628,Kevin Brown,2025-12-13,,79381.27,8788.3,490890,3494,104,,Active
855,Customer Win-Back Email 2025 #855,Rachel Green,2025-01-17,,3159.05,3009.13,152044,6282,69,,Completed
861,Birthday Special Campaign 2025 #861,Chris Anderson,2026-01-03,,5260.48,0.0,0,0,0,,Planned
145,Q3 Search Campaign 2024,James Miller,2025-12-01,,4448.77,1402.43,176396,7099,515,,Paused
564,Brand Awareness Drive 2025 #564,Rachel Green,2025-12-17,,73863.26,5260.55,325875,2417,73,,Active
26,Anniversary Mailing 2023,James Miller,2025-11-02,,28551.35,21826.25,0,0,0,,Active
66,Streaming TV Ads 2023,Rachel Green,2026-01-23,,58214.58,0.0,0,0,0,,Planned
67,Product Showcase Social 2023,Jessica Martinez,2025-01-04,,28838.39,27078.52,1420730,37677,954,,Completed
